Transaction ID,User ID,Transaction Amount,Transaction Time,Device ID,IP Address,Location,Transaction Type,Account Age,Fraud Status
TXN102150,USR_1147,243.11,2026-06-05 22:15:03,DV_VIVO_06,192.168.80.202,Bengaluru,P2P,90,0
TXN102151,USR_1154,3289.04,2026-06-24 07:03:26,DV_ONEP_03,192.168.166.17,Jaipur,P2M,463,0
TXN102152,USR_1155,36449.37,2026-06-13 15:34:14,DV_APPL_02,107.115.109.152,Chennai,P2M,2,1
TXN102153,USR_1124,15307.78,2026-06-17 11:34:43,DV_VIVO_06,106.88.176.175,Jaipur,P2M,5,1
TXN102154,USR_1146,2915.32,2026-05-30 02:21:18,DV_OPPO_07,192.168.65.174,Ahmedabad,P2M,731,0
TXN102155,USR_1062,2415.3,2026-06-19 08:32:23,DV_XIAO_04,192.168.202.149,Ahmedabad,P2M,10,0
TXN102156,USR_1136,4044.62,2026-06-05 06:14:49,DV_ONEP_03,192.168.18.61,Kolkata,P2M,1009,0
TXN102157,USR_1154,3196.57,2026-05-30 10:48:45,DV_ONEP_03,192.168.166.17,Jaipur,P2P,463,0
TXN102158,USR_1008,910.18,2026-06-12 22:33:46,DV_ONEP_03,192.168.180.240,Bengaluru,P2M,556,0
TXN102159,USR_1015,58549.14,2026-06-22 14:37:40,DV_VIVO_06,105.101.134.27,Hyderabad,P2P,1,1
TXN102160,USR_1010,2074.05,2026-06-04 03:48:43,DV_APPL_02,192.168.81.103,Jaipur,P2M,124,0
TXN102161,USR_1190,403.22,2026-06-25 04:54:52,DV_REAL_05,192.168.182.164,Pune,P2M,838,0
TXN102162,USR_1000,1635.12,2026-06-16 05:07:50,DV_SAMS_01,192.168.174.190,Delhi,P2M,511,0
TXN102163,USR_1091,1635.07,2026-06-12 21:37:43,DV_ONEP_03,192.168.188.134,Kolkata,P2M,951,0
TXN102164,USR_1075,563.11,2026-06-15 19:02:22,DV_SAMS_01,192.168.198.150,Kolkata,P2P,870,0
TXN102165,USR_1120,1640.52,2026-05-27 19:09:06,DV_VIVO_06,192.168.209.195,Kolkata,P2P,830,0
TXN102166,USR_1075,479.6,2026-06-11 02:12:31,DV_SAMS_01,192.168.243.179,Kolkata,P2M,870,0
TXN102167,USR_1087,4056.53,2026-06-08 06:04:39,DV_SAMS_01,192.168.246.97,Lucknow,P2P,1189,0
TXN102168,USR_1199,1979.7,2026-05-31 04:15:48,DV_SAMS_01,192.168.119.149,Ahmedabad,P2M,194,0
TXN102169,USR_1108,1810.0,2026-06-05 23:10:02,DV_OPPO_07,192.168.79.146,Ahmedabad,P2P,888,0
TXN102170,USR_1162,269.76,2026-06-11 03:52:13,DV_APPL_02,192.168.54.151,Lucknow,P2M,1145,0
TXN102171,USR_1077,2862.48,2026-06-01 04:01:43,DV_OPPO_07,192.168.138.192,Kolkata,P2M,868,0
TXN102172,USR_1059,1806.57,2026-06-06 04:41:11,DV_OPPO_07,192.168.160.81,Hyderabad,P2M,686,0
TXN102173,USR_1055,1290.36,2026-05-28 19:54:44,DV_APPL_02,192.168.216.138,Ahmedabad,P2P,828,0
TXN102174,USR_1017,90.61,2026-06-11 09:05:16,DV_XIAO_04,192.168.130.234,Bengaluru,P2M,549,0
TXN102175,USR_1197,1218.22,2026-06-13 01:14:59,DV_APPL_02,192.168.71.152,Chennai,P2M,970,0
TXN102176,USR_1046,905.34,2026-05-30 03:19:56,DV_SAMS_01,192.168.86.198,Mumbai,P2M,576,0
TXN102177,USR_1128,1583.68,2026-06-25 04:58:22,DV_ONEP_03,192.168.202.130,Delhi,P2M,859,0
TXN102178,USR_1163,39681.11,2026-06-15 12:08:11,DV_ONEP_03,106.126.79.69,Jaipur,P2M,4,1
TXN102179,USR_1197,1123.33,2026-05-30 08:48:39,DV_APPL_02,192.168.71.152,Chennai,P2M,970,0
TXN102180,USR_1118,1875.99,2026-06-05 03:49:46,DV_VIVO_06,192.168.209.126,Jaipur,P2M,579,0
TXN102181,USR_1154,3053.51,2026-06-02 04:02:22,DV_ONEP_03,192.168.119.233,Jaipur,P2P,463,0
TXN102182,USR_1055,2122.09,2026-06-08 20:53:51,DV_ONEP_03,192.168.174.252,Ahmedabad,P2P,828,0
TXN102183,USR_1131,1632.66,2026-06-10 23:29:19,DV_REAL_05,192.168.181.234,Hyderabad,P2P,851,0
TXN102184,USR_1050,81176.79,2026-06-17 15:14:15,DV_APPL_02,105.185.17.81,Hyderabad,P2M,2,1
TXN102185,USR_1083,2844.9,2026-05-30 00:27:25,DV_SAMS_01,192.168.246.167,Jaipur,P2P,726,0
TXN102186,USR_1027,3262.34,2026-05-29 09:42:19,DV_VIVO_06,192.168.63.201,Bengaluru,P2M,1179,0
TXN102187,USR_1113,501.33,2026-06-04 23:09:02,DV_OPPO_07,192.168.79.153,Ahmedabad,P2P,132,0
TXN102188,USR_1101,2444.95,2026-06-24 02:15:52,DV_ONEP_03,192.168.214.50,Pune,P2M,1084,0
TXN102189,USR_1156,2059.95,2026-06-10 18:09:25,DV_APPL_02,192.168.100.117,Delhi,P2M,287,0
TXN102190,USR_1004,19.03,2026-05-30 01:39:54,DV_SAMS_01,192.168.68.207,Chennai,P2P,208,0
TXN102191,USR_1138,561.17,2026-06-08 10:12:36,DV_XIAO_04,192.168.12.84,Delhi,P2M,623,0
TXN102192,USR_1131,1909.58,2026-06-14 03:18:17,DV_REAL_05,192.168.181.234,Hyderabad,P2M,851,0
TXN102193,USR_1043,4057.28,2026-06-20 05:27:57,DV_REAL_05,192.168.210.142,Ahmedabad,P2M,1093,0
TXN102194,USR_1132,4121.9,2026-06-18 19:29:27,DV_XIAO_04,192.168.127.247,Kolkata,P2M,321,0
TXN102195,USR_1169,3246.93,2026-06-15 20:33:47,DV_XIAO_04,192.168.21.83,Delhi,P2P,918,0
TXN102196,USR_1115,1596.34,2026-06-25 08:16:40,DV_ONEP_03,192.168.189.83,Jaipur,P2M,174,0
TXN102197,USR_1025,806.93,2026-06-12 00:00:54,DV_REAL_05,192.168.182.162,Hyderabad,P2M,155,0
TXN102198,USR_1046,1470.27,2026-06-22 18:28:56,DV_SAMS_01,192.168.34.164,Mumbai,P2M,576,0
TXN102199,USR_1198,1382.62,2026-06-04 01:53:10,DV_ONEP_03,192.168.10.15,Mumbai,P2P,645,0
TXN102200,USR_1147,80685.29,2026-06-13 16:58:12,DV_REAL_05,107.171.217.43,Delhi,P2M,8,1
TXN102201,USR_1080,2174.51,2026-05-29 07:35:42,DV_REAL_05,192.168.222.119,Kolkata,P2M,65,0
TXN102202,USR_1168,2922.27,2026-06-19 09:55:38,DV_XIAO_04,192.168.16.123,Ahmedabad,P2M,73,0
TXN102203,USR_1171,1762.23,2026-05-29 22:31:04,DV_REAL_05,192.168.204.180,Pune,P2P,213,0
TXN102204,USR_1149,1354.24,2026-06-05 01:03:30,DV_ONEP_03,192.168.212.242,Jaipur,P2M,568,0
TXN102205,USR_1080,1747.1,2026-06-22 01:29:40,DV_REAL_05,192.168.22.165,Kolkata,P2M,65,0
TXN102206,USR_1025,926.26,2026-06-01 21:40:18,DV_ONEP_03,192.168.182.162,Hyderabad,P2M,155,0
TXN102207,USR_1052,1192.61,2026-06-20 04:19:57,DV_OPPO_07,192.168.28.98,Chennai,P2M,518,0
TXN102208,USR_1112,208.22,2026-06-02 05:17:04,DV_VIVO_06,192.168.166.39,Lucknow,P2P,415,0
TXN102209,USR_1158,2211.53,2026-05-28 18:18:29,DV_XIAO_04,192.168.114.114,Lucknow,P2M,582,0
TXN102210,USR_1074,287.93,2026-06-03 01:32:20,DV_VIVO_06,192.168.105.85,Kolkata,P2M,448,0
TXN102211,USR_1145,108.39,2026-06-03 05:20:32,DV_ONEP_03,192.168.234.156,Kolkata,P2M,110,0
TXN102212,USR_1157,25721.91,2026-06-12 16:33:15,DV_APPL_02,106.134.47.117,Mumbai,P2P,14,1
TXN102213,USR_1196,1685.21,2026-06-08 07:46:05,DV_APPL_02,192.168.253.160,Lucknow,P2P,1166,0
TXN102214,USR_1065,828.88,2026-06-06 07:35:46,DV_VIVO_06,192.168.38.7,Hyderabad,P2M,417,0
TXN102215,USR_1052,4435.76,2026-05-30 02:57:01,DV_OPPO_07,192.168.202.180,Chennai,P2M,518,0
TXN102216,USR_1171,2108.28,2026-06-08 18:08:16,DV_REAL_05,192.168.204.180,Bengaluru,P2M,213,0
TXN102217,USR_1034,3131.86,2026-06-10 10:02:22,DV_ONEP_03,192.168.179.246,Kolkata,P2M,941,0
TXN102218,USR_1193,1341.18,2026-06-09 04:26:14,DV_APPL_02,192.168.20.131,Chennai,P2P,354,0
TXN102219,USR_1066,1277.86,2026-06-14 18:27:18,DV_OPPO_07,192.168.107.227,Lucknow,P2M,942,0
TXN102220,USR_1195,3272.53,2026-06-22 04:48:38,DV_APPL_02,192.168.198.161,Lucknow,P2P,164,0
TXN102221,USR_1084,194.23,2026-06-24 08:06:50,DV_OPPO_07,192.168.6.160,Mumbai,P2M,516,0
TXN102222,USR_1164,3073.56,2026-06-19 21:41:38,DV_ONEP_03,192.168.7.34,Jaipur,P2M,235,0
TXN102223,USR_1008,655.68,2026-06-02 00:30:19,DV_ONEP_03,192.168.19.156,Bengaluru,P2M,556,0
TXN102224,USR_1113,203.97,2026-06-08 05:13:37,DV_OPPO_07,192.168.43.203,Ahmedabad,P2P,132,0
TXN102225,USR_1121,1386.92,2026-06-07 02:07:21,DV_ONEP_03,192.168.1.169,Mumbai,P2P,837,0
TXN102226,USR_1163,617.39,2026-06-03 18:44:59,DV_OPPO_07,192.168.71.220,Chennai,P2M,15,0
TXN102227,USR_1010,1342.93,2026-06-23 20:00:28,DV_APPL_02,192.168.59.211,Jaipur,P2P,124,0
TXN102228,USR_1008,747.1,2026-05-27 04:58:34,DV_ONEP_03,192.168.180.240,Ahmedabad,P2P,556,0
TXN102229,USR_1176,1642.08,2026-06-20 02:10:42,DV_XIAO_04,192.168.223.235,Delhi,P2M,876,0
TXN102230,USR_1141,763.5,2026-06-15 19:53:58,DV_APPL_02,192.168.231.206,Bengaluru,P2P,530,0
TXN102231,USR_1036,3770.1,2026-06-19 08:19:05,DV_VIVO_06,192.168.236.219,Jaipur,P2P,127,0
TXN102232,USR_1147,254.24,2026-06-20 23:04:00,DV_VIVO_06,192.168.80.202,Bengaluru,P2M,90,0
TXN102233,USR_1074,81590.54,2026-05-27 17:07:08,DV_OPPO_07,104.54.108.26,Delhi,P2P,9,1
TXN102234,USR_1097,1868.77,2026-05-30 21:29:14,DV_VIVO_06,192.168.115.203,Hyderabad,P2P,1015,0
TXN102235,USR_1114,1203.0,2026-06-14 23:16:38,DV_ONEP_03,192.168.177.78,Lucknow,P2P,969,0
TXN102236,USR_1060,1247.46,2026-06-09 07:29:26,DV_REAL_05,192.168.84.104,Ahmedabad,P2P,846,0
TXN102237,USR_1007,52187.71,2026-06-20 16:30:49,DV_XIAO_04,103.25.25.127,Hyderabad,P2M,3,1
TXN102238,USR_1006,908.72,2026-06-16 00:22:59,DV_OPPO_07,192.168.181.18,Lucknow,P2P,403,0
TXN102239,USR_1041,1345.97,2026-06-23 23:59:30,DV_SAMS_01,192.168.138.55,Delhi,P2M,1163,0
TXN102240,USR_1099,1148.59,2026-06-18 23:21:39,DV_ONEP_03,192.168.65.60,Jaipur,P2M,939,0
TXN102241,USR_1028,233.8,2026-06-10 21:47:49,DV_APPL_02,192.168.222.187,Kolkata,P2P,892,0
TXN102242,USR_1116,236.87,2026-06-05 01:49:39,DV_ONEP_03,192.168.247.173,Lucknow,P2M,478,0
TXN102243,USR_1033,582.09,2026-06-01 22:53:26,DV_XIAO_04,192.168.43.98,Chennai,P2P,831,0
TXN102244,USR_1069,2518.23,2026-06-04 22:42:41,DV_APPL_02,192.168.171.136,Jaipur,P2M,258,0
TXN102245,USR_1114,837.23,2026-06-17 09:06:15,DV_ONEP_03,192.168.180.104,Lucknow,P2P,969,0
TXN102246,USR_1164,70.23,2026-06-16 04:24:27,DV_ONEP_03,192.168.170.222,Jaipur,P2P,235,0
TXN102247,USR_1076,2461.12,2026-06-21 18:39:11,DV_OPPO_07,192.168.91.77,Mumbai,P2M,1189,0
TXN102248,USR_1149,3231.64,2026-06-05 21:54:23,DV_ONEP_03,192.168.213.43,Jaipur,P2P,568,0
TXN102249,USR_1148,3607.19,2026-06-19 20:39:07,DV_SAMS_01,192.168.45.52,Bengaluru,P2M,679,0
TXN102250,USR_1187,844.53,2026-05-31 07:08:18,DV_OPPO_07,192.168.111.45,Bengaluru,P2M,681,0
TXN102251,USR_1097,1334.97,2026-05-26 18:27:36,DV_VIVO_06,192.168.5.24,Hyderabad,P2M,1015,0
TXN102252,USR_1059,1372.9,2026-06-04 20:34:43,DV_ONEP_03,192.168.160.81,Hyderabad,P2M,686,0
TXN102253,USR_1145,160.51,2026-06-08 07:33:35,DV_ONEP_03,192.168.234.156,Kolkata,P2P,110,0
TXN102254,USR_1160,353.22,2026-06-12 00:22:06,DV_ONEP_03,192.168.243.218,Kolkata,P2M,260,0
TXN102255,USR_1114,1995.77,2026-06-05 19:12:16,DV_ONEP_03,192.168.177.78,Lucknow,P2M,969,0
TXN102256,USR_1047,2903.29,2026-06-16 18:41:58,DV_APPL_02,192.168.181.110,Ahmedabad,P2M,1139,0
TXN102257,USR_1003,3146.93,2026-06-13 04:28:13,DV_APPL_02,192.168.88.72,Mumbai,P2P,875,0
TXN102258,USR_1063,1225.97,2026-05-27 06:28:22,DV_VIVO_06,192.168.122.204,Lucknow,P2P,914,0
TXN102259,USR_1146,2445.66,2026-05-26 20:32:43,DV_OPPO_07,192.168.57.163,Ahmedabad,P2P,731,0
TXN102260,USR_1023,2823.44,2026-06-24 22:24:36,DV_OPPO_07,192.168.183.80,Jaipur,P2P,421,0
TXN102261,USR_1148,3396.06,2026-06-13 08:45:35,DV_SAMS_01,192.168.34.202,Bengaluru,P2P,679,0
TXN102262,USR_1086,1604.09,2026-06-07 20:09:51,DV_APPL_02,192.168.80.28,Chennai,P2M,244,0
TXN102263,USR_1012,62738.02,2026-06-24 11:01:35,DV_REAL_05,107.80.176.57,Hyderabad,P2P,7,1
TXN102264,USR_1062,1311.49,2026-05-28 20:37:27,DV_XIAO_04,192.168.202.149,Ahmedabad,P2M,10,0
TXN102265,USR_1142,2159.21,2026-05-31 01:56:01,DV_ONEP_03,192.168.19.114,Pune,P2M,333,0
TXN102266,USR_1162,494.21,2026-06-03 18:21:15,DV_APPL_02,192.168.54.151,Lucknow,P2P,1145,0
TXN102267,USR_1007,1311.45,2026-06-14 06:51:34,DV_SAMS_01,192.168.214.94,Ahmedabad,P2M,216,0
TXN102268,USR_1069,1150.13,2026-06-13 07:03:06,DV_APPL_02,192.168.171.136,Jaipur,P2P,258,0
TXN102269,USR_1164,2584.89,2026-06-24 22:03:30,DV_ONEP_03,192.168.4.92,Jaipur,P2P,235,0
TXN102270,USR_1056,2707.22,2026-05-31 02:57:22,DV_SAMS_01,192.168.46.149,Mumbai,P2M,544,0
TXN102271,USR_1088,1953.07,2026-06-09 20:09:39,DV_SAMS_01,192.168.218.176,Hyderabad,P2P,507,0
TXN102272,USR_1091,2142.82,2026-06-07 00:23:50,DV_ONEP_03,192.168.182.40,Kolkata,P2P,951,0
TXN102273,USR_1002,626.22,2026-05-29 23:29:56,DV_REAL_05,192.168.72.208,Mumbai,P2M,1126,0
TXN102274,USR_1175,771.8,2026-06-13 19:56:07,DV_OPPO_07,192.168.85.172,Chennai,P2M,132,0
TXN102275,USR_1170,332.79,2026-06-03 05:58:05,DV_APPL_02,192.168.183.84,Delhi,P2P,1133,0
TXN102276,USR_1109,479.75,2026-06-09 18:59:50,DV_OPPO_07,192.168.62.45,Delhi,P2P,442,0
TXN102277,USR_1022,564.96,2026-05-28 23:16:54,DV_REAL_05,192.168.224.156,Pune,P2M,1090,0
TXN102278,USR_1032,87355.95,2026-06-02 16:47:38,DV_VIVO_06,105.12.128.189,Kolkata,P2M,7,1
TXN102279,USR_1187,298.23,2026-06-16 02:06:46,DV_OPPO_07,192.168.111.45,Bengaluru,P2M,681,0
TXN102280,USR_1036,2119.51,2026-05-30 07:33:54,DV_SAMS_01,192.168.236.219,Jaipur,P2P,127,0
TXN102281,USR_1085,3408.14,2026-06-19 05:14:20,DV_XIAO_04,192.168.66.197,Bengaluru,P2P,1165,0
TXN102282,USR_1038,461.41,2026-06-13 05:04:59,DV_XIAO_04,192.168.153.11,Hyderabad,P2M,1176,0
TXN102283,USR_1081,943.3,2026-06-09 21:55:21,DV_SAMS_01,192.168.195.226,Bengaluru,P2M,680,0
TXN102284,USR_1100,231.54,2026-06-23 06:03:06,DV_ONEP_03,192.168.50.56,Hyderabad,P2P,1107,0
TXN102285,USR_1019,2100.88,2026-06-12 08:49:43,DV_OPPO_07,192.168.126.5,Jaipur,P2M,11,0
TXN102286,USR_1069,2356.35,2026-06-16 03:08:12,DV_APPL_02,192.168.117.35,Jaipur,P2P,258,0
TXN102287,USR_1003,92997.38,2026-06-02 12:15:44,DV_REAL_05,105.138.145.124,Chennai,P2P,3,1
TXN102288,USR_1069,2419.82,2026-06-13 03:03:56,DV_APPL_02,192.168.171.136,Jaipur,P2M,258,0
TXN102289,USR_1038,687.17,2026-06-01 07:17:05,DV_XIAO_04,192.168.159.21,Hyderabad,P2M,1176,0
TXN102290,USR_1147,476.94,2026-06-15 18:46:54,DV_VIVO_06,192.168.149.94,Bengaluru,P2M,90,0
TXN102291,USR_1196,998.9,2026-06-10 09:09:49,DV_OPPO_07,192.168.83.222,Lucknow,P2P,1166,0
TXN102292,USR_1171,2048.72,2026-06-12 03:50:44,DV_REAL_05,192.168.168.167,Pune,P2M,213,0
TXN102293,USR_1128,2817.24,2026-06-12 19:56:14,DV_ONEP_03,192.168.202.130,Delhi,P2M,859,0
TXN102294,USR_1103,1389.17,2026-05-31 17:59:59,DV_REAL_05,192.168.164.223,Mumbai,P2P,268,0
TXN102295,USR_1094,2372.89,2026-05-30 02:40:14,DV_OPPO_07,192.168.84.47,Hyderabad,P2P,786,0
TXN102296,USR_1013,1615.89,2026-06-18 10:41:30,DV_XIAO_04,192.168.93.57,Lucknow,P2P,827,0
TXN102297,USR_1129,1500.19,2026-05-29 19:33:17,DV_ONEP_03,192.168.169.126,Mumbai,P2P,1197,0
TXN102298,USR_1140,312.01,2026-06-01 19:14:47,DV_APPL_02,192.168.62.128,Bengaluru,P2P,793,0
TXN102299,USR_1121,950.38,2026-06-14 01:47:18,DV_ONEP_03,192.168.1.169,Chennai,P2P,837,0
TXN102300,USR_1195,2744.54,2026-06-24 07:53:58,DV_VIVO_06,192.168.46.244,Lucknow,P2M,164,0
TXN102301,USR_1194,1562.82,2026-06-19 05:27:05,DV_OPPO_07,192.168.51.45,Hyderabad,P2P,312,0
TXN102302,USR_1025,726.19,2026-06-23 03:18:47,DV_REAL_05,192.168.18.232,Hyderabad,P2M,155,0
TXN102303,USR_1002,600.06,2026-06-11 20:05:34,DV_REAL_05,192.168.115.151,Mumbai,P2M,1126,0
TXN102304,USR_1030,88809.92,2026-06-14 16:42:52,DV_VIVO_06,106.143.191.1,Jaipur,P2M,3,1
TXN102305,USR_1183,377.4,2026-06-19 21:34:19,DV_REAL_05,192.168.40.41,Lucknow,P2P,117,0
TXN102306,USR_1039,1203.8,2026-06-04 00:25:20,DV_VIVO_06,192.168.172.184,Kolkata,P2M,1080,0
TXN102307,USR_1198,2894.57,2026-06-13 00:49:55,DV_ONEP_03,192.168.119.116,Mumbai,P2M,645,0
TXN102308,USR_1001,656.92,2026-06-21 03:17:18,DV_SAMS_01,192.168.130.155,Jaipur,P2M,75,0
TXN102309,USR_1128,28577.32,2026-05-31 14:05:41,DV_OPPO_07,105.59.205.197,Hyderabad,P2M,4,1
TXN102310,USR_1031,2992.71,2026-06-12 19:17:43,DV_OPPO_07,192.168.220.141,Hyderabad,P2M,917,0
TXN102311,USR_1116,326.67,2026-05-29 09:22:28,DV_OPPO_07,192.168.215.221,Lucknow,P2M,478,0
TXN102312,USR_1176,1138.5,2026-06-19 05:02:42,DV_XIAO_04,192.168.223.235,Delhi,P2P,876,0
TXN102313,USR_1104,864.3,2026-06-01 22:07:12,DV_REAL_05,192.168.113.88,Mumbai,P2P,990,0
TXN102314,USR_1011,620.07,2026-06-18 10:42:33,DV_SAMS_01,192.168.225.184,Ahmedabad,P2P,1171,0
TXN102315,USR_1028,356.59,2026-06-12 00:59:03,DV_APPL_02,192.168.106.120,Kolkata,P2M,892,0
TXN102316,USR_1006,88029.98,2026-05-27 17:03:55,DV_XIAO_04,107.217.208.20,Mumbai,P2P,6,1
TXN102317,USR_1094,2252.62,2026-06-18 06:13:14,DV_OPPO_07,192.168.127.218,Hyderabad,P2M,786,0
TXN102318,USR_1182,147.26,2026-06-05 01:29:54,DV_APPL_02,192.168.185.84,Jaipur,P2P,939,0
TXN102319,USR_1023,16366.08,2026-06-22 12:02:09,DV_ONEP_03,106.117.67.197,Bengaluru,P2M,8,1
TXN102320,USR_1120,2489.53,2026-06-24 04:23:47,DV_VIVO_06,192.168.209.195,Kolkata,P2P,830,0
TXN102321,USR_1126,417.35,2026-06-11 21:01:10,DV_VIVO_06,192.168.121.63,Pune,P2M,569,0
TXN102322,USR_1092,2193.12,2026-06-01 06:09:35,DV_REAL_05,192.168.212.188,Ahmedabad,P2M,1112,0
TXN102323,USR_1098,38650.86,2026-05-27 14:16:53,DV_XIAO_04,105.207.72.109,Jaipur,P2P,8,1
TXN102324,USR_1113,434.49,2026-06-08 08:46:05,DV_OPPO_07,192.168.192.212,Ahmedabad,P2M,132,0
TXN102325,USR_1193,1326.83,2026-06-11 01:15:08,DV_APPL_02,192.168.136.131,Chennai,P2P,354,0
TXN102326,USR_1058,312.56,2026-06-11 23:49:09,DV_APPL_02,192.168.237.207,Lucknow,P2M,903,0
TXN102327,USR_1180,748.42,2026-06-03 23:44:37,DV_SAMS_01,192.168.236.87,Ahmedabad,P2M,642,0
TXN102328,USR_1100,818.42,2026-05-28 06:23:15,DV_ONEP_03,192.168.177.48,Hyderabad,P2M,1107,0
TXN102329,USR_1109,329.49,2026-06-10 17:59:44,DV_OPPO_07,192.168.21.41,Delhi,P2P,442,0
TXN102330,USR_1180,680.5,2026-06-11 04:21:33,DV_SAMS_01,192.168.47.223,Ahmedabad,P2M,642,0
TXN102331,USR_1035,1615.24,2026-06-14 21:58:15,DV_VIVO_06,192.168.15.149,Jaipur,P2M,327,0
TXN102332,USR_1171,2181.87,2026-06-01 01:58:33,DV_REAL_05,192.168.168.167,Pune,P2P,213,0
TXN102333,USR_1085,2067.07,2026-06-11 01:07:25,DV_XIAO_04,192.168.120.180,Bengaluru,P2P,1165,0
TXN102334,USR_1107,1789.08,2026-06-20 03:55:09,DV_REAL_05,192.168.98.116,Lucknow,P2M,472,0
TXN102335,USR_1049,3245.32,2026-06-11 04:40:10,DV_ONEP_03,192.168.231.92,Ahmedabad,P2M,91,0
TXN102336,USR_1088,3138.54,2026-06-03 07:48:39,DV_SAMS_01,192.168.218.176,Hyderabad,P2P,507,0
TXN102337,USR_1134,2435.2,2026-06-09 23:41:02,DV_XIAO_04,192.168.201.249,Bengaluru,P2P,326,0
TXN102338,USR_1046,2507.79,2026-05-29 23:42:53,DV_SAMS_01,192.168.34.164,Mumbai,P2P,576,0
TXN102339,USR_1118,677.3,2026-06-09 09:04:52,DV_VIVO_06,192.168.47.150,Jaipur,P2P,579,0
TXN102340,USR_1199,1226.04,2026-06-14 05:30:03,DV_SAMS_01,192.168.130.99,Ahmedabad,P2M,194,0
TXN102341,USR_1008,1353.87,2026-05-31 20:56:46,DV_ONEP_03,192.168.19.156,Lucknow,P2P,556,0
TXN102342,USR_1046,3100.76,2026-06-03 18:26:42,DV_SAMS_01,192.168.86.198,Mumbai,P2M,576,0
TXN102343,USR_1019,3179.8,2026-06-24 18:08:40,DV_OPPO_07,192.168.126.5,Jaipur,P2P,11,0
TXN102344,USR_1020,2144.15,2026-05-28 00:13:26,DV_OPPO_07,192.168.15.62,Chennai,P2P,500,0
TXN102345,USR_1050,2371.67,2026-06-08 07:31:03,DV_ONEP_03,192.168.250.159,Delhi,P2M,842,0
TXN102346,USR_1028,196.71,2026-06-03 08:53:24,DV_APPL_02,192.168.106.120,Kolkata,P2M,892,0
TXN102347,USR_1001,2260.68,2026-06-23 19:17:28,DV_SAMS_01,192.168.56.60,Jaipur,P2P,75,0
TXN102348,USR_1186,1010.5,2026-05-31 04:24:33,DV_SAMS_01,192.168.55.197,Ahmedabad,P2P,122,0
TXN102349,USR_1040,722.9,2026-06-22 09:19:03,DV_APPL_02,192.168.172.166,Chennai,P2P,278,0
TXN102350,USR_1089,376.25,2026-05-31 03:48:16,DV_OPPO_07,192.168.110.170,Lucknow,P2P,1169,0
TXN102351,USR_1183,393.21,2026-06-13 06:36:08,DV_REAL_05,192.168.40.41,Lucknow,P2P,117,0
TXN102352,USR_1091,1613.74,2026-05-27 09:23:35,DV_ONEP_03,192.168.188.134,Kolkata,P2M,951,0
TXN102353,USR_1000,2200.96,2026-06-07 07:43:15,DV_SAMS_01,192.168.58.36,Delhi,P2M,511,0
TXN102354,USR_1005,2645.33,2026-06-14 17:56:59,DV_VIVO_06,192.168.250.237,Mumbai,P2P,265,0
TXN102355,USR_1047,2037.29,2026-06-15 04:57:06,DV_APPL_02,192.168.144.3,Ahmedabad,P2P,1139,0
TXN102356,USR_1066,2004.84,2026-06-01 19:10:02,DV_OPPO_07,192.168.107.227,Lucknow,P2M,942,0
TXN102357,USR_1044,28421.82,2026-05-29 14:34:45,DV_SAMS_01,103.49.208.96,Kolkata,P2P,6,1
TXN102358,USR_1186,557.96,2026-06-03 04:49:14,DV_SAMS_01,192.168.55.197,Ahmedabad,P2P,122,0
TXN102359,USR_1148,3562.94,2026-06-02 03:50:59,DV_SAMS_01,192.168.192.107,Bengaluru,P2P,679,0
TXN102360,USR_1075,659.09,2026-06-21 06:28:50,DV_SAMS_01,192.168.243.179,Kolkata,P2P,870,0
TXN102361,USR_1088,1355.1,2026-06-01 01:51:26,DV_SAMS_01,192.168.198.78,Hyderabad,P2P,507,0
TXN102362,USR_1014,648.9,2026-05-28 04:01:58,DV_OPPO_07,192.168.109.153,Mumbai,P2P,337,0
TXN102363,USR_1062,2658.11,2026-06-04 06:04:53,DV_XIAO_04,192.168.54.111,Ahmedabad,P2M,10,0
TXN102364,USR_1003,1861.61,2026-06-06 02:34:39,DV_OPPO_07,192.168.246.196,Mumbai,P2M,875,0
TXN102365,USR_1025,197.16,2026-06-10 23:18:03,DV_REAL_05,192.168.182.162,Hyderabad,P2P,155,0
TXN102366,USR_1184,1953.2,2026-06-17 07:49:21,DV_ONEP_03,192.168.114.107,Delhi,P2P,878,0
TXN102367,USR_1161,1429.28,2026-05-30 02:23:40,DV_VIVO_06,192.168.13.202,Hyderabad,P2M,53,0
TXN102368,USR_1196,2353.53,2026-06-05 18:49:57,DV_OPPO_07,192.168.165.163,Lucknow,P2M,1166,0
TXN102369,USR_1069,595.15,2026-06-22 23:16:11,DV_APPL_02,192.168.117.35,Jaipur,P2P,258,0
TXN102370,USR_1002,928.21,2026-06-05 02:10:31,DV_REAL_05,192.168.108.57,Mumbai,P2P,1126,0
TXN102371,USR_1012,747.56,2026-06-04 08:24:27,DV_VIVO_06,192.168.138.68,Kolkata,P2P,552,0
TXN102372,USR_1032,194.54,2026-06-18 02:47:05,DV_OPPO_07,192.168.238.193,Jaipur,P2P,201,0
TXN102373,USR_1160,664.16,2026-06-19 04:53:49,DV_ONEP_03,192.168.24.170,Kolkata,P2P,260,0
TXN102374,USR_1077,1670.94,2026-06-22 09:31:01,DV_OPPO_07,192.168.189.140,Kolkata,P2M,868,0
